L M s l' alpha Re(C) Im(C) Im(A)
1 1 1 2 0.102 8.78448230015743e-5 -0.000715221724772461 0.488470292616492
1 -1 1 0 0.102 0 0.000703859926840572 0.488470292616492
1 1 1 0 0.102 0 0.000703859926840572 0.488470292616492
1 -1 0 1 0.247 0.000386258373493590 -2.39103919170910e-5 1.18286433604190
1 0 0 1 0.247 0 -0.000596687492948173 1.18286433604190
1 1 0 1 0.247 0.000386258373493590 2.39103919170910e-5 1.18286433604190
1 -1 1 0 0.247 3.08111429871537e-6 -1.71202444966360e-5 1.18286433604190
1 0 1 0 0.247 -0.000283977333827556 0 1.18286433604190
1 1 1 0 0.247 -3.08111429871537e-6 -1.71202444966360e-5 1.18286433604190
1 -1 1 2 0.247 2.30525231021415e-5 0.000305506164452894 1.18286433604190
1 0 1 2 0.247 0.000214412232135243 0 1.18286433604190
1 1 1 2 0.247 -2.30525231021415e-5 0.000305506164452894 1.18286433604190
1 -1 2 1 0.247 4.28995981549585e-6 7.72060032848001e-7 1.18286433604190
1 0 2 1 0.247 0 -7.11585252693816e-5 1.18286433604190
1 1 2 1 0.247 4.28995981549585e-6 -7.72060032848001e-7 1.18286433604190
1 -1 2 3 0.247 -6.30793238651572e-5 4.94239286319848e-6 1.18286433604190
1 0 2 3 0.247 0 3.29127693346439e-5 1.18286433604190
1 1 2 3 0.247 -6.30793238651572e-5 -4.94239286319848e-6 1.18286433604190
2 -2 0 2 11420.0 0 0 12976.3861877818
2 -1 0 2 11420.0 0 0 12976.3861877818
2 0 0 2 11420.0 0 0 12976.3861877818
2 1 0 2 11420.0 0 0 12976.3861877818
2 2 0 2 11420.0 0 0 12976.3861877818
2 -2 0 2 1712.0 0 0 1945.32164216133
2 -1 0 2 1712.0 0 0 1945.32164216133
2 0 0 2 1712.0 0 0 1945.32164216133
2 1 0 2 1712.0 0 0 1945.32164216133
2 2 0 2 1712.0 0 0 1945.32164216133
2 -2 0 2 389.3 0 0 442.356142110634
2 -1 0 2 389.3 0 0 442.356142110634
2 0 0 2 389.3 0 0 442.356142110634
2 1 0 2 389.3 0 0 442.356142110634
2 2 0 2 389.3 0 0 442.356142110634
2 -2 0 2 110.0 0 0 124.991460652889
2 -1 0 2 110.0 0 0 124.991460652889
2 0 0 2 110.0 0 0 124.991460652889
2 1 0 2 110.0 0 0 124.991460652889
2 2 0 2 110.0 0 0 124.991460652889
2 -2 0 2 35.57 0 4.48792291109700e-12 40.4176932311206
2 -1 0 2 35.57 2.46952610947432e-11 2.46952610947432e-11 40.4176932311206
2 0 0 2 35.57 1.07287905068123e-10 0 40.4176932311206
2 1 0 2 35.57 -2.46952610947432e-11 2.46952610947432e-11 40.4176932311206
2 2 0 2 35.57 0 -4.48792291109700e-12 40.4176932311206
2 -2 0 2 12.54 0 5.36611826735256e-9 14.2490265144294
2 -1 0 2 12.54 2.95276220876867e-8 2.95276220876867e-8 14.2490265144294
2 0 0 2 12.54 1.28281968887767e-7 0 14.2490265144294
2 1 0 2 12.54 -2.95276220876867e-8 2.95276220876867e-8 14.2490265144294
2 2 0 2 12.54 0 -5.36611826735256e-9 14.2490265144294
2 -2 0 2 4.644 0 8.67066136782807e-9 5.27691221156379
2 -1 0 2 4.644 4.77112130899501e-8 4.77112130899501e-8 5.27691221156379
2 0 0 2 4.644 2.07280096413687e-7 0 5.27691221156379
2 1 0 2 4.644 -4.77112130899501e-8 4.77112130899501e-8 5.27691221156379
2 2 0 2 4.644 0 -8.67066136782808e-9 5.27691221156379
2 -2 0 2 0.5118 0 1.13064952301552e-7 0.581551177837715
2 -1 0 2 0.5118 6.22151621822091e-7 6.22151621822091e-7 0.581551177837715
2 0 0 2 0.5118 2.70292117519810e-6 0 0.581551177837715
2 1 0 2 0.5118 -6.22151621822092e-7 6.22151621822092e-7 0.581551177837715
2 2 0 2 0.5118 0 -1.13064952301552e-7 0.581551177837715
2 -2 0 2 1.293 0 -5.13679307592512e-7 1.46921780567442
2 -1 0 2 1.293 -2.82657364470266e-6 -2.82657364470266e-6 1.46921780567442
2 0 0 2 1.293 -1.22799740281130e-5 0 1.46921780567442
2 1 0 2 1.293 2.82657364470266e-6 -2.82657364470266e-6 1.46921780567442
2 2 0 2 1.293 0 5.13679307592512e-7 1.46921780567442
2 -2 0 2 0.1787 0 1.59051888191311e-5 0.203054309260648
2 -1 0 2 0.1787 8.75199504159097e-5 8.75199504159097e-5 0.203054309260648
2 0 0 2 0.1787 0.000380228097033067 0 0.203054309260648
2 1 0 2 0.1787 -8.75199504159097e-5 8.75199504159097e-5 0.203054309260648
2 2 0 2 0.1787 0 -1.59051888191311e-5 0.203054309260648
2 -2 0 2 26.63 0 -4.91043671040743e-6 30.2592963380585
2 -1 0 2 26.63 -2.70201870787220e-5 -2.70201870787220e-5 30.2592963380585
2 0 0 2 26.63 -0.000117388484175287 0 30.2592963380585
2 1 0 2 26.63 2.70201870787220e-5 -2.70201870787220e-5 30.2592963380585
2 2 0 2 26.63 0 4.91043671040743e-6 30.2592963380585
2 -1 1 1 26.63 -0.000307039304285651 -4.33754076798001e-10 30.2592963380585
2 0 1 1 26.63 0 -4.55635837344597e-5 30.2592963380585
2 1 1 1 26.63 -0.000307039304285651 4.33754076798001e-10 30.2592963380585
2 -2 1 3 26.63 -4.71560328953121e-5 -5.57989919474484e-5 30.2592963380585
2 -1 1 3 26.63 -0.000259480526059777 -4.75592119799511e-5 30.2592963380585
2 0 1 3 26.63 1.67e-20 -0.000252181430935098 30.2592963380585
2 1 1 3 26.63 -0.000259480526059777 4.75592119799511e-5 30.2592963380585
2 2 1 3 26.63 4.71560328953121e-5 -5.57989919474484e-5 30.2592963380585
2 -2 1 1 26.63 -5.57989919474484e-5 -5.57989919474484e-5 30.2592963380585
2 2 1 1 26.63 5.57989919474484e-5 -5.57989919474484e-5 30.2592963380585
2 -2 0 2 5.948 0 -0.00374029194969618 6.75862916330350
2 -1 0 2 5.948 -0.0205813442204906 -0.0205813442204906 6.75862916330350
2 0 0 2 5.948 -0.0894151026154727 0 6.75862916330350
2 1 0 2 5.948 0.0205813442204906 -0.0205813442204906 6.75862916330350
2 2 0 2 5.948 0 0.00374029194969618 6.75862916330350
2 -1 1 1 5.948 -0.233872607628956 -3.30391567445913e-7 6.75862916330350
2 0 1 1 5.948 0 -0.0347058959298077 6.75862916330350
2 1 1 1 5.948 -0.233872607628956 3.30391567445913e-7 6.75862916330350
2 -2 1 3 5.948 -0.0359188684468982 -0.0425022320193771 6.75862916330350
2 -1 1 3 5.948 -0.197646967054339 -0.0362259709661843 6.75862916330350
2 0 1 3 5.948 1.27e-17 -0.192087228003626 6.75862916330350
2 1 1 3 5.948 -0.197646967054339 0.0362259709661843 6.75862916330350
2 2 1 3 5.948 0.0359188684468982 -0.0425022320193771 6.75862916330350
2 -2 1 1 5.948 -0.0425022320193771 -0.0425022320193771 6.75862916330350
2 2 1 1 5.948 0.0425022320193771 -0.0425022320193771 6.75862916330350
2 -2 0 2 1.742 0 -0.0101954330418476 1.97941022233939
2 -1 0 2 1.742 -0.0561014273038963 -0.0561014273038963 1.97941022233939
2 0 0 2 1.742 -0.243731158932670 0 1.97941022233939
2 1 0 2 1.742 0.0561014273038963 -0.0561014273038963 1.97941022233939
2 2 0 2 1.742 0 0.0101954330418476 1.97941022233939
2 -1 1 1 1.742 -0.637499035762970 -9.00594164516890e-7 1.97941022233939
2 0 1 1 1.742 0 -0.0946026788466146 1.97941022233939
2 1 1 1 1.742 -0.637499035762970 9.00594164516890e-7 1.97941022233939
2 -2 1 3 1.742 -0.0979090464366104 -0.115854234511782 1.97941022233939
2 -1 1 3 1.742 -0.538753777947856 -0.0987461584092783 1.97941022233939
2 0 1 3 1.742 3.46e-17 -0.523598825344146 1.97941022233939
2 1 1 3 1.742 -0.538753777947856 0.0987461584092783 1.97941022233939
2 2 1 3 1.742 0.0979090464366104 -0.115854234511782 1.97941022233939
2 -2 1 1 1.742 -0.115854234511782 -0.115854234511782 1.97941022233939
2 2 1 1 1.742 0.115854234511782 -0.115854234511782 1.97941022233939
2 -2 0 2 0.555 0 -0.00476639395982678 0.630638733294123
2 -1 0 2 0.555 -0.0262275769103079 -0.0262275769103079 0.630638733294123
2 0 0 2 0.555 -0.113945010377679 0 0.630638733294123
2 1 0 2 0.555 0.0262275769103079 -0.0262275769103079 0.630638733294123
2 2 0 2 0.555 0 0.00476639395982678 0.630638733294123
2 -1 1 1 0.555 -0.297877494450208 4.87699027437395e-6 0.630638733294123
2 0 1 1 0.555 0 -0.0441556118198092 0.630638733294123
2 1 1 1 0.555 -0.297877494450208 -4.87699027437395e-6 0.630638733294123
2 -2 1 3 0.555 -0.0457436049175690 -0.0541330314086630 0.630638733294123
2 -1 1 3 0.555 -0.251713805425951 -0.0461588120339835 0.630638733294123
2 0 1 3 0.555 1.617e-17 -0.244712531085717 0.630638733294123
2 1 1 3 0.555 -0.251713805425951 0.0461588120339835 0.630638733294123
2 2 1 3 0.555 0.0457436049175690 -0.0541330314086630 0.630638733294123
2 -2 1 1 0.555 -0.0541330314086630 -0.0541330314086630 0.630638733294123
2 2 1 1 0.555 0.0541330314086630 -0.0541330314086630 0.630638733294123
2 -2 0 2 0.1725 0 -0.000685703472913415 0.196009336023849
2 -1 0 2 0.1725 -0.00377315444864222 -0.00377315444864222 0.196009336023849
2 0 0 2 0.1725 -0.0163923691569903 0 0.196009336023849
2 1 0 2 0.1725 0.00377315444864222 -0.00377315444864222 0.196009336023849
2 2 0 2 0.1725 0 0.000685703472913415 0.196009336023849
2 -1 1 1 0.1725 -0.0427043602070005 5.78803297141592e-6 0.196009336023849
2 0 1 1 0.1725 0 -0.00628376164720707 0.196009336023849
2 1 1 1 0.1725 -0.0427043602070005 -5.78803297141592e-6 0.196009336023849
2 -2 1 3 0.1725 -0.00655278279060335 -0.00775970335343993 0.196009336023849
2 -1 1 3 0.1725 -0.0360631546849167 -0.00663541748911239 0.196009336023849
2 0 1 3 0.1725 2.32e-18 -0.0351363024183955 0.196009336023849
2 1 1 3 0.1725 -0.0360631546849167 0.00663541748911239 0.196009336023849
2 2 1 3 0.1725 0.00655278279060335 -0.00775970335343994 0.196009336023849
2 -2 1 1 0.1725 -0.00775970335343994 -0.00775970335343994 0.196009336023849
2 2 1 1 0.1725 0.00775970335343994 -0.00775970335343994 0.196009336023849
2 -2 0 2 1.654 6.228e-20 0.000905280782080221 1.87941705381708
2 -1 0 2 1.654 0.00498140135657095 0.00498140135657095 1.87941705381708
2 0 0 2 1.654 0.0216415657157708 -2.280e-18 1.87941705381708
2 1 0 2 1.654 -0.00498140135657095 0.00498140135657095 1.87941705381708
2 2 0 2 1.654 0 -0.000905280782080221 1.87941705381708
2 -2 1 1 1.654 0.0102857493415185 0.0102856432628027 1.87941705381708
2 -1 1 1 1.654 0.0584676630946535 -0.00186984469758769 1.87941705381708
2 0 1 1 1.654 0 -0.00840098830424396 1.87941705381708
2 1 1 1 1.654 0.0584676630946535 0.00186984469758769 1.87941705381708
2 -2 1 3 1.654 0.00709894328265120 0.0102856432628027 1.87941705381708
2 -1 1 3 1.654 0.0409319323699918 0.0156658860270740 1.87941705381708
2 0 1 3 1.654 0 0.0677825274751521 1.87941705381708
2 1 1 3 1.654 0.0409319323699918 -0.0156658860270740 1.87941705381708
2 2 1 3 1.654 -0.00709894328265120 0.0102856432628027 1.87941705381708
2 -1 2 0 1.654 0 -0.0354002517104003 1.87941705381708
2 -2 2 2 1.654 -0.0129335587893835 0.0129315397303033 1.87941705381708
2 -1 2 2 1.654 0.00235082250145350 0.0229354385053529 1.87941705381708
2 0 2 2 1.654 0.0105602065307594 1.113e-18 1.87941705381708
2 1 2 2 1.654 -0.00235082250145350 0.0229354385053529 1.87941705381708
2 -2 2 4 1.654 -0.0129320520923799 0.0101269588041798 1.87941705381708
2 -1 2 4 1.654 -0.0130816748038590 0.0429031929104408 1.87941705381708
2 0 2 4 1.654 -0.0564846373797521 0 1.87941705381708
2 1 2 4 1.654 0.0130816748038590 0.0429031929104408 1.87941705381708
2 2 2 4 1.654 -0.0129320520923799 -0.0101269588041798 1.87941705381708
2 2 1 1 1.654 -0.0102857493415185 0.0102856432628027 1.87941705381708
2 1 2 0 1.654 0 -0.0354002517104003 1.87941705381708
2 2 2 2 1.654 -0.0129335587893835 -0.0129315397303033 1.87941705381708
2 -2 2 0 1.654 -1.50669700364026e-6 0 1.87941705381708
2 0 2 0 1.654 -1.23021295196632e-6 0 1.87941705381708
2 2 2 0 1.654 -1.50669700364026e-6 0 1.87941705381708
2 -2 0 2 0.469 1.12e-20 0.000162155373250924 0.532918136783682
2 -1 0 2 0.469 0.000892276752447222 0.000892276752447222 0.532918136783682
2 0 0 2 0.469 0.00387647262135764 -4.084e-19 0.532918136783682
2 1 0 2 0.469 -0.000892276752447222 0.000892276752447222 0.532918136783682
2 2 0 2 0.469 -1.11e-20 -0.000162155373250924 0.532918136783682
2 -2 1 1 0.469 0.00184187889856596 0.00184282127578311 0.532918136783682
2 -1 1 1 0.469 0.0104726944606123 -0.000332379339805622 0.532918136783682
2 0 1 1 0.469 0 -0.00150607575820773 0.532918136783682
2 1 1 1 0.469 0.0104726944606123 0.000332379339805622 0.532918136783682
2 2 1 1 0.469 -0.00184187889856596 0.00184282127578311 0.532918136783682
2 -2 1 3 0.469 0.00127105298887805 0.00184282127578311 0.532918136783682
2 -1 1 3 0.469 0.00733166571332005 0.00280864940748667 0.532918136783682
2 0 1 3 0.469 -5.51e-19 0.0121400401003314 0.532918136783682
2 1 1 3 0.469 0.00733166571332005 -0.00280864940748667 0.532918136783682
2 2 1 3 0.469 -0.00127105298887805 0.00184282127578311 0.532918136783682
2 0 2 0 0.469 -9.93537204411045e-7 0 0.532918136783682
2 -2 2 2 0.469 -0.00230467958283115 0.00231566309506203 0.532918136783682
2 -1 2 2 0.469 0.000417876860062957 0.00411047048661128 0.532918136783682
2 0 2 2 0.469 0.00189206239566565 1.992e-19 0.532918136783682
2 1 2 2 0.469 -0.000417876860062957 0.00411047048661128 0.532918136783682
2 2 2 2 0.469 -0.00230467958283115 -0.00231566309506203 0.532918136783682
2 -2 2 4 0.469 -0.00231319739000063 0.00181330197584889 0.532918136783682
2 -1 2 4 0.469 -0.00234641727969166 0.00768544776159188 0.532918136783682
2 0 2 4 0.469 -0.0101163464422882 0 0.532918136783682
2 1 2 4 0.469 0.00234641727969166 0.00768544776159188 0.532918136783682
2 2 2 4 0.469 -0.00231319739000063 -0.00181330197584889 0.532918136783682
2 -1 2 0 0.469 0 -0.00633927141473522 0.532918136783682
2 1 2 0 0.469 0 -0.00633927141473522 0.532918136783682
2 -2 2 0 0.469 8.51780716947415e-6 0 0.532918136783682
2 2 2 0 0.469 8.51780716947415e-6 0 0.532918136783682
2 -2 0 2 1.093 0 2.42139870768805e-5 1.24196060448734
2 -1 0 2 1.093 0.000133239974227218 0.000133239974227218 1.24196060448734
2 0 0 2 1.093 0.000578857524580366 -1.196e-19 1.24196060448734
2 1 0 2 1.093 -0.000133239974227218 0.000133239974227218 1.24196060448734
2 2 0 2 1.093 0 -2.42139870768805e-5 1.24196060448734
2 -1 1 1 1.093 0.00152698687174205 -0.000237363881880228 1.24196060448734
2 0 1 1 1.093 -5.31e-20 -0.000648249438708649 1.24196060448734
2 1 1 1 1.093 0.00152698687174205 0.000237363881880228 1.24196060448734
2 -2 1 3 1.093 0.000157292755089717 0.000234365959552876 1.24196060448734
2 -1 1 3 1.093 0.000824234906510650 0.000465388083351175 1.24196060448734
2 0 1 3 1.093 5.632e-19 0.00240483778490580 1.24196060448734
2 1 1 3 1.093 0.000824234906510651 -0.000465388083351175 1.24196060448734
2 2 1 3 1.093 -0.000157292755089717 0.000234365959552876 1.24196060448734
2 -2 1 1 1.093 0.000285005381147022 0.000234365959552876 1.24196060448734
2 2 1 1 1.093 -0.000285005381147022 0.000234365959552876 1.24196060448734
2 -1 2 0 1.093 -3.40761526944533e-7 -0.00184859063966081 1.24196060448734
2 0 2 0 1.093 -0.000414421157679179 0 1.24196060448734
2 1 2 0 1.093 3.40761526944533e-7 -0.00184859063966081 1.24196060448734
2 -2 2 2 1.093 -0.00151573713968134 3.40305430755735e-5 1.24196060448734
2 -1 2 2 1.093 0.000596188681021378 0.00119703861609522 1.24196060448734
2 0 2 2 1.093 0.00103669651132800 6.333e-20 1.24196060448734
2 1 2 2 1.093 -0.000596188681021378 0.00119703861609522 1.24196060448734
2 2 2 2 1.093 -0.00151573713968134 -3.40305430755737e-5 1.24196060448734
2 -2 2 4 1.093 -0.000867043192976016 0.000287001560559786 1.24196060448734
2 -1 2 4 1.093 -0.000639691685957661 0.00180940812725005 1.24196060448734
2 0 2 4 1.093 -0.00391961214711089 -3.63e-20 1.24196060448734
2 1 2 4 1.093 0.000639691685957660 0.00180940812725005 1.24196060448734
2 2 2 4 1.093 -0.000867043192976016 -0.000287001560559786 1.24196060448734
2 -1 3 1 1.093 0.00139446077333505 -2.57049112005184e-7 1.24196060448734
2 0 3 1 1.093 0 -0.000312613315044021 1.24196060448734
2 1 3 1 1.093 0.00139446077333505 2.57049112005184e-7 1.24196060448734
2 -2 3 3 1.093 7.01163927007639e-5 -0.00116437311351596 1.24196060448734
2 -1 3 3 1.093 -0.000457835537970799 0.000408019266501186 1.24196060448734
2 0 3 3 1.093 -4.42e-20 0.000628561748085036 1.24196060448734
2 1 3 3 1.093 -0.000457835537970799 -0.000408019266501186 1.24196060448734
2 2 3 3 1.093 -7.01163927007637e-5 -0.00116437311351596 1.24196060448734
2 -2 3 5 1.093 -0.000158369124568146 -0.000675039107829088 1.24196060448734
2 -1 3 5 1.093 -0.00112699703392403 -0.000317022961768629 1.24196060448734
2 0 3 5 1.093 0 -0.00220986835848852 1.24196060448734
2 1 3 5 1.093 -0.00112699703392403 0.000317022961768629 1.24196060448734
2 2 3 5 1.093 0.000158369124568146 -0.000675039107829088 1.24196060448734
2 -2 2 0 1.093 -0.000648693946705326 -0.000477632141920964 1.24196060448734
2 -2 3 1 1.093 0.000360295714856044 -0.000489334005686868 1.24196060448734
2 2 2 0 1.093 -0.000648693946705326 0.000477632141920964 1.24196060448734
2 2 3 1 1.093 -0.000360295714856044 -0.000489334005686868 1.24196060448734
2 -2 0 2 0.0576 0 4.97242945662535e-6 0.0654500739418765
2 -1 0 2 0.0576 2.73613085917601e-5 2.73613085917601e-5 0.0654500739418765
2 0 0 2 0.0576 0.000118870477516727 0 0.0654500739418765
2 1 0 2 0.0576 -2.73613085917601e-5 2.73613085917601e-5 0.0654500739418765
2 2 0 2 0.0576 0 -4.97242945662535e-6 0.0654500739418765
2 -2 0 2 0.0491 0 -2.67100635706792e-5 0.0557916428914260
2 -1 0 2 0.0491 -0.000146974893910083 -0.000146974893910083 0.0557916428914260
2 0 0 2 0.0491 -0.000638528517869327 0 0.0557916428914260
2 1 0 2 0.0491 0.000146974893910083 -0.000146974893910083 0.0557916428914260
2 2 0 2 0.0491 0 2.67100635706792e-5 0.0557916428914260
2 -1 1 1 0.0491 -0.00165967227301347 3.54622898406397e-7 0.0557916428914260
2 0 1 1 0.0491 0 -0.000243029118711039 0.0557916428914260
2 1 1 1 0.0491 -0.00165967227301347 -3.54622898406397e-7 0.0557916428914260
2 -2 1 3 0.0491 -0.000254538441704986 -0.000301551365266765 0.0557916428914260
2 -1 1 3 0.0491 -0.00140097878714396 -0.000258338862971109 0.0557916428914260
2 0 1 3 0.0491 0 -0.00136691608824862 0.0557916428914260
2 1 1 3 0.0491 -0.00140097878714396 0.000258338862971109 0.0557916428914260
2 2 1 3 0.0491 0.000254538441704986 -0.000301551365266765 0.0557916428914260
2 -2 1 1 0.0491 -0.000301551365266765 -0.000301551365266765 0.0557916428914260
2 2 1 1 0.0491 0.000301551365266765 -0.000301551365266765 0.0557916428914260
2 -2 0 2 0.151 0 4.29547883038634e-6 0.171579186896239
2 -1 0 2 0.151 2.36363175893777e-5 2.36363175893777e-5 0.171579186896239
2 0 0 2 0.151 0.000102687353171130 -1.076e-20 0.171579186896239
2 1 0 2 0.151 -2.36363175893777e-5 2.36363175893777e-5 0.171579186896239
2 2 0 2 0.151 0 -4.29547883038634e-6 0.171579186896239
2 -2 1 1 0.151 4.84411700115471e-5 4.86371262837326e-5 0.171579186896239
2 -1 1 1 0.151 0.000276028678641554 -8.39784890852177e-6 0.171579186896239
2 0 1 1 0.151 0 -4.07531319229209e-5 0.171579186896239
2 1 1 1 0.151 0.000276028678641554 8.39784890852177e-6 0.171579186896239
2 2 1 1 0.151 -4.84411700115471e-5 4.86371262837326e-5 0.171579186896239
2 -2 1 3 0.151 3.33200515327520e-5 4.86371262837326e-5 0.171579186896239
2 -1 1 3 0.151 0.000192823156560268 7.48076731727644e-5 0.171579186896239
2 0 1 3 0.151 -1.453e-20 0.000320731045950415 0.171579186896239
2 1 1 3 0.151 0.000192823156560268 -7.48076731727644e-5 0.171579186896239
2 2 1 3 0.151 -3.33200515327520e-5 4.86371262837326e-5 0.171579186896239
2 0 2 0 0.151 -5.45409191075032e-7 0 0.171579186896239
2 -2 2 2 0.151 -5.88153398125331e-5 6.09016313530171e-5 0.171579186896239
2 -1 2 2 0.151 1.05580170392915e-5 0.000108746835533358 0.171579186896239
2 0 2 2 0.151 5.04568528923657e-5 0 0.171579186896239
2 1 2 2 0.151 -1.05580170392915e-5 0.000108746835533358 0.171579186896239
2 2 2 2 0.151 -5.88153398125331e-5 -6.09016313530172e-5 0.171579186896239
2 -2 2 4 0.151 -6.04481971915040e-5 4.75941379932377e-5 0.171579186896239
2 -1 2 4 0.151 -6.26678448006543e-5 0.000202320021175408 0.171579186896239
2 0 2 4 0.151 -0.000267125547275413 0 0.171579186896239
2 1 2 4 0.151 6.26678448006543e-5 0.000202320021175408 0.171579186896239
2 2 2 4 0.151 -6.04481971915040e-5 -4.75941379932377e-5 0.171579186896239
2 -1 2 0 0.151 0 -0.000166799047481995 0.171579186896239
2 1 2 0 0.151 0 -0.000166799047481995 0.171579186896239
2 -2 2 0 0.151 1.63285737897084e-6 0 0.171579186896239
2 2 2 0 0.151 1.63285737897084e-6 0 0.171579186896239
2 -2 0 2 0.364 0 -4.56536594862674e-6 0.413608106160470
2 -1 0 2 0.364 -2.51213994375027e-5 -2.51213994375027e-5 0.413608106160470
2 0 0 2 0.364 -0.000109139251765307 0 0.413608106160470
2 1 0 2 0.364 2.51213994375027e-5 -2.51213994375027e-5 0.413608106160470
2 2 0 2 0.364 0 4.56536594862674e-6 0.413608106160470
2 -1 1 1 0.364 -0.000307449601854799 -2.22978757631516e-6 0.413608106160470
2 0 1 1 0.364 1.845e-20 0.000135366630963103 0.413608106160470
2 1 1 1 0.364 -0.000307449601854799 2.22978757631517e-6 0.413608106160470
2 -2 1 3 0.364 -2.43094435358848e-5 -5.62787014719302e-5 0.413608106160470
2 -1 1 3 0.364 -0.000174919153284751 -0.000134760236146364 0.413608106160470
2 0 1 3 0.364 -7.62e-21 -0.000440408378269167 0.413608106160470
2 1 1 3 0.364 -0.000174919153284751 0.000134760236146364 0.413608106160470
2 2 1 3 0.364 2.43094435358848e-5 -5.62787014719302e-5 0.413608106160470
2 -2 1 1 0.364 -4.83944869891039e-5 -5.62787014719302e-5 0.413608106160470
2 2 1 1 0.364 4.83944869891039e-5 -5.62787014719302e-5 0.413608106160470
2 -1 2 0 0.364 -2.38885874160144e-7 0.000372070714428412 0.413608106160470
2 0 2 0 0.364 8.12007400618355e-5 0 0.413608106160470
2 1 2 0 0.364 2.38885874160144e-7 0.000372070714428412 0.413608106160470
2 -2 2 2 0.364 8.22202077651223e-5 -0.000226463522006087 0.413608106160470
2 -1 2 2 0.364 5.29823314410016e-6 -0.000241528752487352 0.413608106160470
2 0 2 2 0.364 -0.000224074625091406 0 0.413608106160470
2 1 2 2 0.364 -5.29823314410015e-6 -0.000241528752487352 0.413608106160470
2 2 2 2 0.364 8.22202077651223e-5 0.000226463522006087 0.413608106160470
2 -2 2 4 0.364 0.000123726165989048 -0.000110748550878259 0.413608106160470
2 -1 2 4 0.364 0.000238701386938116 -0.000380435198995908 0.413608106160470
2 0 2 4 0.364 0.000707700595938698 0 0.413608106160470
2 1 2 4 0.364 -0.000238701386938116 -0.000380435198995908 0.413608106160470
2 2 2 4 0.364 0.000123726165989048 0.000110748550878259 0.413608106160470
