L M s l' alpha Re(C) Im(C) Im(A)
9 5 3 12 1.093 0.000182722729633938 -0.000249393194778068 1.24196060448734
9 6 3 12 1.093 -2.05444218898310e-5 0.000106709671060231 1.24196060448734
9 7 3 12 1.093 -1.06881677791634e-5 -2.37868894107436e-5 1.24196060448734
9 8 3 12 1.093 3.70374736045511e-6 1.83659393413045e-6 1.24196060448734
9 9 3 12 1.093 -3.76975423312239e-7 1.02066011490942e-7 1.24196060448734
9 -9 2 7 1.093 1.64151296735364e-8 1.08082507505368e-7 1.24196060448734
9 -7 3 6 1.093 1.65371063345047e-7 -6.95045763160850e-5 1.24196060448734
9 -9 3 8 1.093 2.15957422767945e-6 2.33892492519252e-8 1.24196060448734
9 9 2 7 1.093 1.64151296735364e-8 -1.08082507505368e-7 1.24196060448734
9 7 3 6 1.093 -1.65371063345047e-7 -6.95045763160850e-5 1.24196060448734
9 9 3 8 1.093 -2.15957422767945e-6 2.33892492519252e-8 1.24196060448734
9 -8 3 6 1.093 7.41337946912233e-6 -7.41403747276679e-6 1.24196060448734
9 8 3 6 1.093 7.41337946912233e-6 7.41403747276679e-6 1.24196060448734
9 -9 3 6 1.093 9.52649183121628e-7 0 1.24196060448734
9 9 3 6 1.093 -9.52649183121628e-7 0 1.24196060448734
9 -9 0 9 0.0576 2.85409655381671e-10 -2.85409655381672e-10 0.0654500739418765
9 -8 0 9 0.0576 0 -6.66305115350829e-9 0.0654500739418765
9 -7 0 9 0.0576 -5.00951049943080e-8 -5.00951049943080e-8 0.0654500739418765
9 -6 0 9 0.0576 -5.51412402992266e-7 0 0.0654500739418765
9 -5 0 9 0.0576 -2.30547782157428e-6 2.30547782157428e-6 0.0654500739418765
9 -4 0 9 0.0576 0 1.46523177031204e-5 0.0654500739418765
9 -3 0 9 0.0576 3.43322902510796e-5 3.43322902510796e-5 0.0654500739418765
9 -2 0 9 0.0576 0.000109555872000365 0 0.0654500739418765
9 -1 0 9 0.0576 9.49835254749218e-5 -9.49835254749218e-5 0.0654500739418765
9 0 0 9 0.0576 0 -1.85396065455219e-6 0.0654500739418765
9 1 0 9 0.0576 9.49835254749218e-5 9.49835254749218e-5 0.0654500739418765
9 2 0 9 0.0576 -0.000109555872000365 0 0.0654500739418765
9 3 0 9 0.0576 3.43322902510796e-5 -3.43322902510796e-5 0.0654500739418765
9 4 0 9 0.0576 0 1.46523177031204e-5 0.0654500739418765
9 5 0 9 0.0576 -2.30547782157428e-6 -2.30547782157428e-6 0.0654500739418765
9 6 0 9 0.0576 5.51412402992267e-7 0 0.0654500739418765
9 7 0 9 0.0576 -5.00951049943080e-8 5.00951049943079e-8 0.0654500739418765
9 8 0 9 0.0576 0 -6.66305115350829e-9 0.0654500739418765
9 9 0 9 0.0576 2.85409655381671e-10 2.85409655381671e-10 0.0654500739418765
9 -9 0 9 0.0491 -1.53311577477940e-9 1.53311577477940e-9 0.0557916428914260
9 -8 0 9 0.0491 0 3.57914619880153e-8 0.0557916428914260
9 -7 0 9 0.0491 2.69092493045825e-7 2.69092493045825e-7 0.0557916428914260
9 -6 0 9 0.0491 2.96198477345118e-6 0 0.0557916428914260
9 -5 0 9 0.0491 1.23841795468793e-5 -1.23841795468793e-5 0.0557916428914260
9 -4 0 9 0.0491 -1.588e-20 -7.87068656724077e-5 0.0557916428914260
9 -3 0 9 0.0491 -0.000184420445404508 -0.000184420445404508 0.0557916428914260
9 -2 0 9 0.0491 -0.000588493880344944 0 0.0557916428914260
9 -1 0 9 0.0491 -0.000510216590447960 0.000510216590447960 0.0557916428914260
9 0 0 9 0.0491 0 9.95879526750179e-6 0.0557916428914260
9 1 0 9 0.0491 -0.000510216590447960 -0.000510216590447960 0.0557916428914260
9 2 0 9 0.0491 0.000588493880344944 0 0.0557916428914260
9 3 0 9 0.0491 -0.000184420445404508 0.000184420445404508 0.0557916428914260
9 4 0 9 0.0491 1.588e-20 -7.87068656724077e-5 0.0557916428914260
9 5 0 9 0.0491 1.23841795468793e-5 1.23841795468793e-5 0.0557916428914260
9 6 0 9 0.0491 -2.96198477345118e-6 0 0.0557916428914260
9 7 0 9 0.0491 2.69092493045825e-7 -2.69092493045825e-7 0.0557916428914260
9 8 0 9 0.0491 0 3.57914619880153e-8 0.0557916428914260
9 9 0 9 0.0491 -1.53311577477940e-9 -1.53311577477940e-9 0.0557916428914260
9 -8 1 8 0.0491 4.25368586416132e-7 4.25345860601412e-7 0.0557916428914260
9 -7 1 8 0.0491 5.59334720955953e-6 2.97103052783016e-9 0.0557916428914260
9 -6 1 8 0.0491 2.64001781271272e-5 -2.62795277272068e-5 0.0557916428914260
9 -5 1 8 0.0491 1.21864579411817e-6 -0.000182748396016497 0.0557916428914260
9 -4 1 8 0.0491 -0.000451677605480332 -0.000467676334734244 0.0557916428914260
9 -3 1 8 0.0491 -0.00157029153979723 -7.34483783152800e-5 0.0557916428914260
9 -2 1 8 0.0491 -0.00174841583781770 0.00127433925383913 0.0557916428914260
9 -1 1 8 0.0491 -0.00101928509426334 0.000496568846195099 0.0557916428914260
9 0 1 8 0.0491 -0.00244214696521868 0 0.0557916428914260
9 1 1 8 0.0491 0.00101928509426334 0.000496568846195099 0.0557916428914260
9 2 1 8 0.0491 -0.00174841583781770 -0.00127433925383913 0.0557916428914260
9 3 1 8 0.0491 0.00157029153979723 -7.34483783152800e-5 0.0557916428914260
9 4 1 8 0.0491 -0.000451677605480332 0.000467676334734244 0.0557916428914260
9 5 1 8 0.0491 -1.21864579411817e-6 -0.000182748396016497 0.0557916428914260
9 6 1 8 0.0491 2.64001781271272e-5 2.62795277272068e-5 0.0557916428914260
9 7 1 8 0.0491 -5.59334720955953e-6 2.97103052783016e-9 0.0557916428914260
9 8 1 8 0.0491 4.25368586416132e-7 -4.25345860601412e-7 0.0557916428914260
9 -9 1 10 0.0491 -2.69846810885852e-9 3.82955267689667e-8 0.0557916428914260
9 -8 1 10 0.0491 3.62371309672320e-7 4.25345860601412e-7 0.0557916428914260
9 -7 1 10 0.0491 5.11971206551968e-6 4.76606174567673e-7 0.0557916428914260
9 -6 1 10 0.0491 2.64001781271271e-5 -2.10660783703031e-5 0.0557916428914260
9 -5 1 10 0.0491 2.30162908978877e-5 -0.000160950750912728 0.0557916428914260
9 -4 1 10 0.0491 -0.000313144058008507 -0.000467676334734244 0.0557916428914260
9 -3 1 10 0.0491 -0.00124568938076123 -0.000398050537351286 0.0557916428914260
9 -2 1 10 0.0491 -0.00174841583781770 0.000238519262620439 0.0557916428914260
9 -1 1 10 0.0491 -0.00191732764302810 -0.000401473702569663 0.0557916428914260
9 0 1 10 0.0491 -0.00245967564235715 3.232e-19 0.0557916428914260
9 1 1 10 0.0491 0.00191732764302810 -0.000401473702569663 0.0557916428914260
9 2 1 10 0.0491 -0.00174841583781770 -0.000238519262620438 0.0557916428914260
9 3 1 10 0.0491 0.00124568938076123 -0.000398050537351286 0.0557916428914260
9 4 1 10 0.0491 -0.000313144058008507 0.000467676334734244 0.0557916428914260
9 5 1 10 0.0491 -2.30162908978877e-5 -0.000160950750912728 0.0557916428914260
9 6 1 10 0.0491 2.64001781271271e-5 2.10660783703031e-5 0.0557916428914260
9 7 1 10 0.0491 -5.11971206551969e-6 4.76606174567673e-7 0.0557916428914260
9 8 1 10 0.0491 3.62371309672320e-7 -4.25345860601412e-7 0.0557916428914260
9 9 1 10 0.0491 2.69846810885853e-9 3.82955267689667e-8 0.0557916428914260
9 -9 1 8 0.0491 0 4.09939948778253e-8 0.0557916428914260
9 9 1 8 0.0491 0 4.09939948778253e-8 0.0557916428914260
9 -9 0 9 0.151 2.46553750711602e-10 -2.46553750711602e-10 0.171579186896239
9 -8 0 9 0.151 0 -5.75593790225441e-9 0.171579186896239
9 -7 0 9 0.151 -4.32751162959825e-8 -4.32751162959825e-8 0.171579186896239
9 -6 0 9 0.151 -4.76342665999978e-7 0 0.171579186896239
9 -5 0 9 0.151 -1.99160817923770e-6 1.99160817923771e-6 0.171579186896239
9 -4 0 9 0.151 0 1.26575391483912e-5 0.171579186896239
9 -3 0 9 0.151 2.96582640857168e-5 2.96582640857168e-5 0.171579186896239
9 -2 0 9 0.151 9.46408456926537e-5 -9.453e-21 0.171579186896239
9 -1 0 9 0.151 8.20523903801919e-5 -8.20523903801919e-5 0.171579186896239
9 0 0 9 0.151 0 -1.60156092981616e-6 0.171579186896239
9 1 0 9 0.151 8.20523903801919e-5 8.20523903801919e-5 0.171579186896239
9 2 0 9 0.151 -9.46408456926537e-5 9.372e-21 0.171579186896239
9 3 0 9 0.151 2.96582640857168e-5 -2.96582640857168e-5 0.171579186896239
9 4 0 9 0.151 0 1.26575391483912e-5 0.171579186896239
9 5 0 9 0.151 -1.99160817923771e-6 -1.99160817923771e-6 0.171579186896239
9 6 0 9 0.151 4.76342665999979e-7 0 0.171579186896239
9 7 0 9 0.151 -4.32751162959825e-8 4.32751162959825e-8 0.171579186896239
9 8 0 9 0.151 0 -5.75593790225441e-9 0.171579186896239
9 9 0 9 0.151 2.46553750711602e-10 2.46553750711602e-10 0.171579186896239
9 -9 1 8 0.151 1.33195059673223e-11 -6.59858922800127e-9 0.171579186896239
9 -8 1 8 0.151 -6.89002225075316e-8 -6.86039020849158e-8 0.171579186896239
9 -7 1 8 0.151 -9.08925264557443e-7 6.29682934443826e-9 0.171579186896239
9 -6 1 8 0.151 -4.25807655139022e-6 4.36417544650383e-6 0.171579186896239
9 -5 1 8 0.151 5.45464873704177e-7 3.02174520546349e-5 0.171579186896239
9 -4 1 8 0.151 7.89884660918923e-5 7.54313711438853e-5 0.171579186896239
9 -3 1 8 0.151 0.000271172786990238 -6.05448482594036e-6 0.171579186896239
9 -2 1 8 0.151 0.000282001448825111 -0.000275311854825062 0.171579186896239
9 -1 1 8 0.151 8.83902494715160e-5 -0.000156101362975833 0.171579186896239
9 0 1 8 0.151 0.000364730471464029 0 0.171579186896239
9 1 1 8 0.151 -8.83902494715160e-5 -0.000156101362975833 0.171579186896239
9 2 1 8 0.151 0.000282001448825111 0.000275311854825062 0.171579186896239
9 3 1 8 0.151 -0.000271172786990238 -6.05448482594037e-6 0.171579186896239
9 4 1 8 0.151 7.89884660918923e-5 -7.54313711438853e-5 0.171579186896239
9 5 1 8 0.151 -5.45464873704177e-7 3.02174520546349e-5 0.171579186896239
9 6 1 8 0.151 -4.25807655139022e-6 -4.36417544650383e-6 0.171579186896239
9 7 1 8 0.151 9.08925264557443e-7 6.29682934443826e-9 0.171579186896239
9 8 1 8 0.151 -6.89002225075316e-8 6.86039020849158e-8 0.171579186896239
9 9 1 8 0.151 -1.33195059673223e-11 -6.59858922800127e-9 0.171579186896239
9 -9 1 10 0.151 8.81248000813640e-10 -5.73066073315496e-9 0.171579186896239
9 -8 1 10 0.151 -4.86379368780740e-8 -6.86039020849158e-8 0.171579186896239
9 -7 1 10 0.151 -7.56586448203334e-7 -1.46041987009671e-7 0.171579186896239
9 -6 1 10 0.151 -4.25807655139022e-6 2.68733470918305e-6 0.171579186896239
9 -5 1 10 0.151 -6.46547486799677e-6 2.32065123129340e-5 0.171579186896239
9 -4 1 10 0.151 3.44308843482999e-5 7.54313711438853e-5 0.171579186896239
9 -3 1 10 0.151 0.000166768565057387 9.83497371069101e-5 0.171579186896239
9 -2 1 10 0.151 0.000282001448825111 5.78466816641676e-5 0.171579186896239
9 -1 1 10 0.151 0.000377234395933212 0.000132742783485863 0.171579186896239
9 0 1 10 0.151 0.000370368351087470 -5.213e-20 0.171579186896239
9 1 1 10 0.151 -0.000377234395933212 0.000132742783485863 0.171579186896239
9 2 1 10 0.151 0.000282001448825111 -5.78466816641676e-5 0.171579186896239
9 3 1 10 0.151 -0.000166768565057387 9.83497371069101e-5 0.171579186896239
9 4 1 10 0.151 3.44308843482999e-5 -7.54313711438853e-5 0.171579186896239
9 5 1 10 0.151 6.46547486799677e-6 2.32065123129340e-5 0.171579186896239
9 6 1 10 0.151 -4.25807655139022e-6 -2.68733470918305e-6 0.171579186896239
9 7 1 10 0.151 7.56586448203334e-7 -1.46041987009671e-7 0.171579186896239
9 8 1 10 0.151 -4.86379368780740e-8 6.86039020849158e-8 0.171579186896239
9 9 1 10 0.151 -8.81248000813640e-10 -5.73066073315496e-9 0.171579186896239
9 -7 2 7 0.151 -1.60103698832967e-8 2.15403658034040e-7 0.171579186896239
9 -6 2 7 0.151 1.41651390493889e-6 1.54382023454116e-6 0.171579186896239
9 -5 2 7 0.151 1.35795952569524e-5 3.87258920017549e-7 0.171579186896239
9 -4 2 7 0.151 4.39132412191223e-5 -4.17915876564425e-5 0.171579186896239
9 -3 2 7 0.151 6.61502751606493e-6 -0.000178949467446034 0.171579186896239
9 -2 2 7 0.151 -0.000190781884627176 -0.000234788569443576 0.171579186896239
9 -1 2 7 0.151 -0.000135541868924603 -0.000113896059756038 0.171579186896239
9 0 2 7 0.151 0 -0.000342734040230213 0.171579186896239
9 1 2 7 0.151 -0.000135541868924603 0.000113896059756038 0.171579186896239
9 2 2 7 0.151 0.000190781884627176 -0.000234788569443576 0.171579186896239
9 3 2 7 0.151 6.61502751606493e-6 0.000178949467446034 0.171579186896239
9 4 2 7 0.151 -4.39132412191223e-5 -4.17915876564425e-5 0.171579186896239
9 5 2 7 0.151 1.35795952569524e-5 -3.87258920017549e-7 0.171579186896239
9 6 2 7 0.151 -1.41651390493889e-6 1.54382023454116e-6 0.171579186896239
9 7 2 7 0.151 -1.60103698832967e-8 -2.15403658034040e-7 0.171579186896239
9 -9 2 9 0.151 1.02246525264529e-8 -2.62321960527243e-10 0.171579186896239
9 -8 2 9 0.151 9.04492455322043e-8 -9.60694326946623e-8 0.171579186896239
9 -7 2 9 0.151 -3.89987816473112e-8 -1.05767611305603e-6 0.171579186896239
9 -6 2 9 0.151 -4.38668899753738e-6 -3.98736376081093e-6 0.171579186896239
9 -5 2 9 0.151 -2.35483815143134e-5 1.56940145274243e-6 0.171579186896239
9 -4 2 9 0.151 -4.06616293048658e-5 5.01654491615407e-5 0.171579186896239
9 -3 2 9 0.151 2.16117547752064e-5 0.000108026559807287 0.171579186896239
9 -2 2 9 0.151 9.32069422661751e-5 2.42289081423497e-5 0.171579186896239
9 -1 2 9 0.151 3.32358039504660e-6 -6.53370662782179e-5 0.171579186896239
9 0 2 9 0.151 0 -3.93558713785417e-5 0.171579186896239
9 1 2 9 0.151 3.32358039504660e-6 6.53370662782179e-5 0.171579186896239
9 2 2 9 0.151 -9.32069422661751e-5 2.42289081423497e-5 0.171579186896239
9 3 2 9 0.151 2.16117547752064e-5 -0.000108026559807287 0.171579186896239
9 4 2 9 0.151 4.06616293048658e-5 5.01654491615407e-5 0.171579186896239
9 5 2 9 0.151 -2.35483815143134e-5 -1.56940145274243e-6 0.171579186896239
9 6 2 9 0.151 4.38668899753738e-6 -3.98736376081093e-6 0.171579186896239
9 7 2 9 0.151 -3.89987816473112e-8 1.05767611305603e-6 0.171579186896239
9 8 2 9 0.151 -9.04492455322043e-8 -9.60694326946622e-8 0.171579186896239
9 9 2 9 0.151 1.02246525264529e-8 2.62321960527243e-10 0.171579186896239
9 -9 2 11 0.151 9.61751263543641e-9 6.58196661036217e-10 0.171579186896239
9 -8 2 11 0.151 1.00839694536670e-7 -8.57827390355314e-8 0.171579186896239
9 -7 2 11 0.151 1.11078905406462e-7 -1.13901245391959e-6 0.171579186896239
9 -6 2 11 0.151 -4.32748224010620e-6 -5.53118399535209e-6 0.171579186896239
9 -5 2 11 0.151 -3.09579282930838e-5 -4.98790594545711e-6 0.171579186896239
9 -4 2 11 0.151 -8.45748705239881e-5 5.27436860323119e-5 0.171579186896239
9 -3 2 11 0.151 -7.68852649395639e-5 0.000195094035054616 0.171579186896239
9 -2 2 11 0.151 -9.21071507846386e-6 0.000259017477585926 0.171579186896239
9 -1 2 11 0.151 -0.000115334765197582 0.000302759207995052 0.171579186896239
9 0 2 11 0.151 0 0.000308339841875885 0.171579186896239
9 1 2 11 0.151 -0.000115334765197582 -0.000302759207995052 0.171579186896239
9 2 2 11 0.151 9.21071507846386e-6 0.000259017477585926 0.171579186896239
9 3 2 11 0.151 -7.68852649395639e-5 -0.000195094035054616 0.171579186896239
9 4 2 11 0.151 8.45748705239881e-5 5.27436860323119e-5 0.171579186896239
9 5 2 11 0.151 -3.09579282930838e-5 4.98790594545711e-6 0.171579186896239
9 6 2 11 0.151 4.32748224010620e-6 -5.53118399535209e-6 0.171579186896239
9 7 2 11 0.151 1.11078905406462e-7 1.13901245391959e-6 0.171579186896239
9 8 2 11 0.151 -1.00839694536670e-7 -8.57827390355314e-8 0.171579186896239
9 9 2 11 0.151 9.61751263543641e-9 -6.58196661036217e-10 0.171579186896239
9 -8 2 7 0.151 -1.03904490044656e-8 7.54533588591159e-9 0.171579186896239
9 8 2 7 0.151 1.03904490044656e-8 7.54533588591159e-9 0.171579186896239
9 -9 2 7 0.151 -1.56689365273478e-10 -1.56689365273477e-10 0.171579186896239
9 9 2 7 0.151 -1.56689365273478e-10 1.56689365273477e-10 0.171579186896239
9 -9 0 9 0.364 -2.62044848188371e-10 2.62044848188371e-10 0.413608106160470
9 -8 0 9 0.364 0 6.11758640630963e-9 0.413608106160470
9 -7 0 9 0.364 4.59941138489492e-8 4.59941138489491e-8 0.413608106160470
9 -6 0 9 0.364 5.06271517822563e-7 0 0.413608106160470
9 -5 0 9 0.364 2.11674193344366e-6 -2.11674193344366e-6 0.413608106160470
9 -4 0 9 0.364 0 -1.34528187667212e-5 0.413608106160470
9 -3 0 9 0.364 -3.15217078930715e-5 -3.15217078930715e-5 0.413608106160470
9 -2 0 9 0.364 -0.000100587178132040 0 0.413608106160470
9 -1 0 9 0.364 -8.72077837737740e-5 8.72077837737740e-5 0.413608106160470
9 0 0 9 0.364 0 1.70218781708582e-6 0.413608106160470
9 1 0 9 0.364 -8.72077837737740e-5 -8.72077837737740e-5 0.413608106160470
9 2 0 9 0.364 0.000100587178132040 0 0.413608106160470
9 3 0 9 0.364 -3.15217078930715e-5 3.15217078930715e-5 0.413608106160470
9 4 0 9 0.364 0 -1.34528187667212e-5 0.413608106160470
9 5 0 9 0.364 2.11674193344366e-6 2.11674193344366e-6 0.413608106160470
9 6 0 9 0.364 -5.06271517822563e-7 0 0.413608106160470
9 7 0 9 0.364 4.59941138489492e-8 -4.59941138489491e-8 0.413608106160470
9 8 0 9 0.364 0 6.11758640630963e-9 0.413608106160470
9 9 0 9 0.364 -2.62044848188371e-10 -2.62044848188371e-10 0.413608106160470
9 -8 1 8 0.364 6.95088690776576e-8 7.93825379962437e-8 0.413608106160470
9 -7 1 8 0.364 9.89584594719126e-7 5.48594365561879e-8 0.413608106160470
9 -6 1 8 0.364 4.92708014207795e-6 -4.52916766081547e-6 0.413608106160470
9 -5 1 8 0.364 8.50133609352259e-7 -3.34837392204877e-5 0.413608106160470
9 -4 1 8 0.364 -8.65409994286454e-5 -8.72826982716894e-5 0.413608106160470
9 -3 1 8 0.364 -0.000313677570407168 6.90546189055439e-6 0.413608106160470
9 -2 1 8 0.364 -0.000326307834482161 0.000358796569958249 0.413608106160470
9 -1 1 8 0.364 -1.76660257722142e-5 0.000265238650565897 0.413608106160470
9 0 1 8 0.364 -0.000331668025005542 0 0.413608106160470
9 1 1 8 0.364 1.76660257722142e-5 0.000265238650565897 0.413608106160470
9 2 1 8 0.364 -0.000326307834482161 -0.000358796569958249 0.413608106160470
9 3 1 8 0.364 0.000313677570407168 6.90546189055439e-6 0.413608106160470
9 4 1 8 0.364 -8.65409994286454e-5 8.72826982716894e-5 0.413608106160470
9 5 1 8 0.364 -8.50133609352259e-7 -3.34837392204877e-5 0.413608106160470
9 6 1 8 0.364 4.92708014207795e-6 4.52916766081547e-6 0.413608106160470
9 7 1 8 0.364 -9.89584594719126e-7 5.48594365561879e-8 0.413608106160470
9 8 1 8 0.364 6.95088690776576e-8 -7.93825379962437e-8 0.413608106160470
9 -9 1 10 0.364 -1.91834820364071e-9 5.73238419423790e-9 0.413608106160470
9 -8 1 10 0.364 3.72349317673066e-8 7.93825379962437e-8 0.413608106160470
9 -7 1 10 0.364 7.46938059236583e-7 2.97505972038730e-7 0.413608106160470
9 -6 1 10 0.364 4.92708014207795e-6 -1.85828176840383e-6 0.413608106160470
9 -5 1 10 0.364 1.20172168223808e-5 -2.23166560074592e-5 0.413608106160470
9 -4 1 10 0.364 -1.55693121179656e-5 -8.72826982716895e-5 0.413608106160470
9 -3 1 10 0.364 -0.000147381656154626 -0.000159390452361988 0.413608106160470
9 -2 1 10 0.364 -0.000326307834482162 -0.000171861121759896 0.413608106160470
9 -1 1 10 0.364 -0.000477739387970504 -0.000194834711632392 0.413608106160470
9 0 1 10 0.364 -0.000340648086626316 5.748e-20 0.413608106160470
9 1 1 10 0.364 0.000477739387970504 -0.000194834711632392 0.413608106160470
9 2 1 10 0.364 -0.000326307834482161 0.000171861121759896 0.413608106160470
9 3 1 10 0.364 0.000147381656154626 -0.000159390452361988 0.413608106160470
9 4 1 10 0.364 -1.55693121179656e-5 8.72826982716895e-5 0.413608106160470
9 5 1 10 0.364 -1.20172168223808e-5 -2.23166560074592e-5 0.413608106160470
9 6 1 10 0.364 4.92708014207795e-6 1.85828176840383e-6 0.413608106160470
9 7 1 10 0.364 -7.46938059236583e-7 2.97505972038730e-7 0.413608106160470
9 8 1 10 0.364 3.72349317673066e-8 -7.93825379962437e-8 0.413608106160470
9 9 1 10 0.364 1.91834820364071e-9 5.73238419423790e-9 0.413608106160470
9 -9 1 8 0.364 -5.35904468279785e-10 7.11482792959883e-9 0.413608106160470
9 9 1 8 0.364 5.35904468279785e-10 7.11482792959883e-9 0.413608106160470
9 -8 2 7 0.364 8.91623802616177e-8 1.10971067969527e-7 0.413608106160470
9 -7 2 7 0.364 1.12556535789573e-6 -1.33920164205798e-7 0.413608106160470
9 -6 2 7 0.364 2.42453421970204e-6 -6.35385364717816e-6 0.413608106160470
9 -5 2 7 0.364 -2.32117832607303e-5 -2.39907762417317e-5 0.413608106160470
9 -4 2 7 0.364 -0.000127663975643887 4.03673447270289e-5 0.413608106160470
9 -3 2 7 0.364 -9.07931373634676e-5 0.000386380560892559 0.413608106160470
9 -2 2 7 0.364 0.000468994054618330 0.000541674261668768 0.413608106160470
9 -1 2 7 0.364 0.000421774077148903 8.96901729977082e-5 0.413608106160470
9 0 2 7 0.364 0 0.000736590164318753 0.413608106160470
9 1 2 7 0.364 0.000421774077148904 -8.96901729977081e-5 0.413608106160470
9 2 2 7 0.364 -0.000468994054618330 0.000541674261668768 0.413608106160470
9 3 2 7 0.364 -9.07931373634676e-5 -0.000386380560892559 0.413608106160470
9 4 2 7 0.364 0.000127663975643887 4.03673447270289e-5 0.413608106160470
9 5 2 7 0.364 -2.32117832607303e-5 2.39907762417317e-5 0.413608106160470
9 6 2 7 0.364 -2.42453421970204e-6 -6.35385364717816e-6 0.413608106160470
9 7 2 7 0.364 1.12556535789573e-6 1.33920164205798e-7 0.413608106160470
9 8 2 7 0.364 -8.91623802616177e-8 1.10971067969527e-7 0.413608106160470
9 -9 2 9 0.364 -2.81892771332905e-8 1.82355386391945e-8 0.413608106160470
9 -8 2 9 0.364 -9.14975078575233e-8 4.22193652661910e-7 0.413608106160470
9 -7 2 9 0.364 1.86197088611207e-6 2.90952942783894e-6 0.413608106160470
9 -6 2 9 0.364 1.88123362109764e-5 4.19564678117636e-6 0.413608106160470
9 -5 2 9 0.364 6.46420953963257e-5 -4.07004547578672e-5 0.413608106160470
9 -4 2 9 0.364 4.69905195446470e-5 -0.000202563198889872 0.413608106160470
9 -3 2 9 0.364 -0.000186198833359378 -0.000299832372616111 0.413608106160470
9 -2 2 9 0.364 -0.000293795088664472 -5.91408930559741e-5 0.413608106160470
9 -1 2 9 0.364 -8.12230329164078e-5 0.000105658511235544 0.413608106160470
9 0 2 9 0.364 0 0.000276351222077930 0.413608106160470
9 1 2 9 0.364 -8.12230329164078e-5 -0.000105658511235544 0.413608106160470
9 2 2 9 0.364 0.000293795088664472 -5.91408930559741e-5 0.413608106160470
9 3 2 9 0.364 -0.000186198833359378 0.000299832372616111 0.413608106160470
9 4 2 9 0.364 -4.69905195446470e-5 -0.000202563198889872 0.413608106160470
9 5 2 9 0.364 6.46420953963257e-5 4.07004547578672e-5 0.413608106160470
9 6 2 9 0.364 -1.88123362109764e-5 4.19564678117636e-6 0.413608106160470
9 7 2 9 0.364 1.86197088611207e-6 -2.90952942783894e-6 0.413608106160470
9 8 2 9 0.364 9.14975078575232e-8 4.22193652661910e-7 0.413608106160470
9 9 2 9 0.364 -2.81892771332905e-8 -1.82355386391945e-8 0.413608106160470
9 -9 2 11 0.364 -2.27021594441116e-8 4.78257857709092e-9 0.413608106160470
9 -8 2 11 0.364 -1.80659888119141e-7 2.54442206695835e-7 0.413608106160470
9 -7 2 11 0.364 3.09511162283717e-7 2.61655522611212e-6 0.413608106160470
9 -6 2 11 0.364 1.16888429179375e-5 1.05495004283545e-5 0.413608106160470
9 -5 2 11 0.364 6.82073384826318e-5 2.93686165828871e-6 0.413608106160470
9 -4 2 11 0.364 0.000174654495188534 -0.000118068206747308 0.413608106160470
9 -3 2 11 0.364 0.000197163034609895 -0.000393644202902866 0.413608106160470
9 -2 2 11 0.364 0.000170810746708549 -0.000600815154724742 0.413608106160470
9 -1 2 11 0.364 0.000306421931700719 -0.000793450703528194 0.413608106160470
9 0 2 11 0.364 -1.37e-20 -0.000476037798400102 0.413608106160470
9 1 2 11 0.364 0.000306421931700719 0.000793450703528194 0.413608106160470
9 2 2 11 0.364 -0.000170810746708549 -0.000600815154724742 0.413608106160470
9 3 2 11 0.364 0.000197163034609895 0.000393644202902865 0.413608106160470
9 4 2 11 0.364 -0.000174654495188534 -0.000118068206747308 0.413608106160470
9 5 2 11 0.364 6.82073384826318e-5 -2.93686165828870e-6 0.413608106160470
9 6 2 11 0.364 -1.16888429179375e-5 1.05495004283545e-5 0.413608106160470
9 7 2 11 0.364 3.09511162283717e-7 -2.61655522611212e-6 0.413608106160470
9 8 2 11 0.364 1.80659888119141e-7 2.54442206695835e-7 0.413608106160470
9 9 2 11 0.364 -2.27021594441116e-8 -4.78257857709092e-9 0.413608106160470
9 -6 3 6 0.364 -2.23409319813195e-5 -2.12916667280688e-5 0.413608106160470
9 -5 3 6 0.364 -8.91806587953137e-5 7.21564879271175e-6 0.413608106160470
9 -4 3 6 0.364 -7.49259771565723e-5 0.000136220583486863 0.413608106160470
9 -3 3 6 0.364 0.000163251586938211 8.68403100822902e-5 0.413608106160470
9 -2 3 6 0.364 0.000206582691923801 -0.000282444442922116 0.413608106160470
9 -1 3 6 0.364 0.000129050765864799 -0.000239829057062770 0.413608106160470
9 0 3 6 0.364 0.000390479718089599 0 0.413608106160470
9 1 3 6 0.364 -0.000129050765864799 -0.000239829057062770 0.413608106160470
9 2 3 6 0.364 0.000206582691923801 0.000282444442922116 0.413608106160470
9 3 3 6 0.364 -0.000163251586938211 8.68403100822902e-5 0.413608106160470
9 4 3 6 0.364 -7.49259771565723e-5 -0.000136220583486863 0.413608106160470
9 5 3 6 0.364 8.91806587953137e-5 7.21564879271175e-6 0.413608106160470
9 6 3 6 0.364 -2.23409319813195e-5 2.12916667280688e-5 0.413608106160470
9 -8 3 8 0.364 1.65166290420317e-6 -1.68375934791296e-6 0.413608106160470
9 -7 3 8 0.364 9.49056137913499e-8 -1.53736926401120e-5 0.413608106160470
9 -6 3 8 0.364 -4.52032019951709e-5 -4.82537134878356e-5 0.413608106160470
9 -5 3 8 0.364 -0.000182398120639829 -1.55498054453019e-5 0.413608106160470
9 -4 3 8 0.364 -0.000239480871658309 0.000148918221255429 0.413608106160470
9 -3 3 8 0.364 -0.000154069774067921 8.15304548769790e-5 0.413608106160470
